* Measurement data measured by REW V5.20.13
* Source: C:\Users\chsk9\Pictures\Samsung Flow\TRECENTO 2020 Live Sample 1 (by 이신렬) (KLIPPEL-Measured) R.csv
* Format: Comma/Tab/Space delimited data
* Dated: 2022. 12. 26 오전 12:05:19
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\chsk9\Pictures\Samsung Flow\TRECENTO 2020 Live Sample 1 (by 이신렬) (KLIPPEL-Measured) R.csv Format: Comma/Tab/Space delimited data 480 values loaded, 20 Hz to 19,217 Hz log spaced
* Measurement: TRECENTO 2020 Live Sample
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.300 Hz
*
* Freq(Hz)	SPL(dB)
57.000000	31.532
58.000000	31.503
59.000000	31.472
60.000000	31.438
60.799999	31.410
61.500000	31.385
62.200001	31.361
63.000000	31.335
64.000000	31.303
65.000000	31.266
66.000000	31.223
67.000000	31.174
68.000000	31.124
69.000000	31.078
70.000000	31.036
71.000000	30.993
72.000000	30.946
73.000000	30.895
74.000000	30.844
75.000000	30.792
76.199997	30.733
77.500000	30.677
78.800003	30.626
80.000000	30.578
81.199997	30.526
82.500000	30.462
83.800003	30.389
85.000000	30.317
86.199997	30.244
87.500000	30.168
88.500000	30.115
90.000000	30.044
91.199997	29.994
92.500000	29.947
93.800003	29.906
95.000000	29.873
96.199997	29.843
97.500000	29.814
98.800003	29.787
100.000000	29.763
101.500000	29.735
103.000000	29.708
104.400002	29.683
106.000000	29.655
107.500000	29.627
109.000000	29.597
110.599998	29.562
112.000000	29.526
113.800003	29.473
115.000000	29.432
117.199997	29.349
118.000000	29.317
120.599998	29.215
122.000000	29.161
124.099998	29.084
125.000000	29.052
126.500000	28.999
128.000000	28.946
131.500000	28.826
132.000000	28.811
134.000000	28.750
136.000000	28.689
138.000000	28.627
140.000000	28.563
143.000000	28.466
145.000000	28.405
147.500000	28.339
150.000000	28.283
152.500000	28.230
155.000000	28.175
157.500000	28.119
160.000000	28.062
162.500000	28.005
165.000000	27.946
167.500000	27.884
170.000000	27.818
172.500000	27.748
175.000000	27.676
177.500000	27.602
180.000000	27.525
182.500000	27.454
185.000000	27.386
187.500000	27.315
190.000000	27.239
192.500000	27.167
195.000000	27.100
197.500000	27.033
200.000000	26.968
203.000000	26.893
206.000000	26.815
209.000000	26.745
212.000000	26.687
214.000000	26.651
218.000000	26.583
220.000000	26.551
224.000000	26.490
227.000000	26.446
230.000000	26.401
233.000000	26.352
236.000000	26.302
240.000000	26.242
243.000000	26.199
247.000000	26.128
250.000000	26.067
254.000000	25.988
258.000000	25.912
262.000000	25.835
265.000000	25.779
269.000000	25.711
272.000000	25.661
276.000000	25.588
280.000000	25.505
285.000000	25.400
290.000000	25.305
295.000000	25.223
300.000000	25.144
304.000000	25.077
307.000000	25.026
311.000000	24.959
315.000000	24.896
320.000000	24.824
325.000000	24.759
330.000000	24.697
335.000000	24.633
340.000000	24.567
345.000000	24.499
350.000000	24.435
355.000000	24.376
360.000000	24.316
365.000000	24.251
370.000000	24.188
375.000000	24.127
382.000000	24.045
387.000000	23.989
395.000000	23.894
400.000000	23.838
406.000000	23.774
412.000000	23.715
418.000000	23.660
425.000000	23.598
431.000000	23.543
437.000000	23.486
444.000000	23.420
450.000000	23.368
455.000000	23.327
462.000000	23.272
468.000000	23.227
475.000000	23.176
482.000000	23.125
487.000000	23.089
494.000000	23.039
500.000000	22.997
508.000000	22.942
515.000000	22.895
522.000000	22.849
530.000000	22.800
538.000000	22.753
545.000000	22.713
552.000000	22.672
560.000000	22.625
570.000000	22.575
580.000000	22.532
590.000000	22.494
600.000000	22.460
608.000000	22.433
615.000000	22.408
622.000000	22.383
630.000000	22.355
640.000000	22.322
650.000000	22.292
660.000000	22.265
670.000000	22.242
680.000000	22.222
690.000000	22.206
700.000000	22.192
710.000000	22.182
720.000000	22.178
730.000000	22.177
740.000000	22.179
750.000000	22.181
762.000000	22.185
775.000000	22.191
788.000000	22.203
800.000000	22.221
812.000000	22.243
825.000000	22.271
838.000000	22.305
850.000000	22.343
862.000000	22.389
875.000000	22.448
885.000000	22.498
900.000000	22.582
912.000000	22.655
925.000000	22.739
938.000000	22.825
950.000000	22.907
962.000000	22.991
975.000000	23.083
988.000000	23.176
1000.000000	23.263
1015.000000	23.373
1030.000000	23.485
1044.000000	23.590
1060.000000	23.713
1075.000000	23.830
1090.000000	23.948
1106.000000	24.076
1120.000000	24.187
1138.000000	24.330
1150.000000	24.423
1172.000000	24.592
1180.000000	24.651
1206.000000	24.839
1220.000000	24.936
1241.000000	25.079
1250.000000	25.139
1265.000000	25.240
1280.000000	25.340
1315.000000	25.575
1320.000000	25.609
1340.000000	25.747
1360.000000	25.887
1380.000000	26.030
1400.000000	26.176
1430.000000	26.395
1450.000000	26.538
1475.000000	26.715
1500.000000	26.893
1525.000000	27.078
1550.000000	27.275
1575.000000	27.483
1600.000000	27.692
1625.000000	27.894
1650.000000	28.088
1675.000000	28.284
1700.000000	28.491
1725.000000	28.716
1750.000000	28.952
1775.000000	29.186
1800.000000	29.407
1825.000000	29.621
1850.000000	29.842
1875.000000	30.078
1900.000000	30.327
1925.000000	30.578
1950.000000	30.822
1975.000000	31.054
2000.000000	31.279
2030.000000	31.546
2060.000000	31.812
2090.000000	32.081
2120.000000	32.351
2140.000000	32.529
2180.000000	32.869
2200.000000	33.028
2240.000000	33.322
2270.000000	33.521
2300.000000	33.704
2330.000000	33.872
2360.000000	34.023
2400.000000	34.192
2430.000000	34.287
2470.000000	34.364
2500.000000	34.384
2540.000000	34.371
2580.000000	34.324
2620.000000	34.256
2650.000000	34.196
2690.000000	34.105
2720.000000	34.032
2760.000000	33.928
2800.000000	33.821
2850.000000	33.684
2900.000000	33.546
2950.000000	33.413
3000.000000	33.285
3040.000000	33.184
3070.000000	33.108
3110.000000	33.007
3150.000000	32.915
3200.000000	32.828
3250.000000	32.772
3300.000000	32.735
3350.000000	32.714
3400.000000	32.708
3450.000000	32.719
3500.000000	32.752
3550.000000	32.813
3600.000000	32.907
3650.000000	33.035
3700.000000	33.196
3750.000000	33.386
3820.000000	33.687
3870.000000	33.931
3950.000000	34.379
4000.000000	34.685
4060.000000	35.049
4120.000000	35.409
4180.000000	35.776
4250.000000	36.174
4310.000000	36.445
4370.000000	36.639
4440.000000	36.765
4500.000000	36.773
4550.000000	36.704
4620.000000	36.501
4680.000000	36.252
4750.000000	35.895
4820.000000	35.470
4870.000000	35.137
4940.000000	34.650
5000.000000	34.215
5080.000000	33.604
5150.000000	33.081
5220.000000	32.599
5300.000000	32.091
5380.000000	31.645
5450.000000	31.319
5520.000000	31.043
5600.000000	30.808
5700.000000	30.643
5800.000000	30.597
5900.000000	30.672
6000.000000	30.865
6080.000000	31.088
6150.000000	31.326
6220.000000	31.589
6300.000000	31.891
6400.000000	32.224
6500.000000	32.511
6600.000000	32.706
6700.000000	32.766
6800.000000	32.726
6900.000000	32.567
7000.000000	32.292
7100.000000	31.960
7200.000000	31.601
7300.000000	31.223
7400.000000	30.883
7500.000000	30.614
7620.000000	30.396
7750.000000	30.282
7880.000000	30.236
8000.000000	30.196
8120.000000	30.069
8250.000000	29.751
8380.000000	29.290
8500.000000	28.628
8620.000000	27.807
8750.000000	26.746
8850.000000	25.873
9000.000000	24.601
9120.000000	23.506
9250.000000	22.262
9380.000000	21.032
9500.000000	19.964
9620.000000	19.072
9750.000000	18.253
9880.000000	17.507
10000.000000	16.919
10150.000000	16.310
10300.000000	15.860
10440.000000	15.613
10600.000000	15.481
10750.000000	15.491
10900.000000	15.640
11060.000000	15.923
11200.000000	16.257
11380.000000	16.839
11500.000000	17.297
11720.000000	18.126
11800.000000	18.444
12060.000000	19.555
12200.000000	20.128
12410.000000	20.979
12500.000000	21.325
12650.000000	21.835
12800.000000	22.201
13150.000000	22.542
13200.000000	22.525
13400.000000	22.276
13600.000000	21.831
13800.000000	21.200
14000.000000	20.387
14300.000000	18.840
14500.000000	17.719
14750.000000	16.433
15000.000000	14.945
15250.000000	13.530
15500.000000	12.302
15750.000000	11.223
16000.000000	10.287
16250.000000	9.514
16500.000000	8.904
16750.000000	8.443
17000.000000	8.105
17250.000000	7.890
17500.000000	7.818
17750.000000	7.869
18000.000000	8.006
18250.000000	8.214
18500.000000	8.495
18750.000000	8.886
19000.000000	9.342
